OBJECTID,PlotID,SiteName,PreviouslyEvaluated,EstablishmentDate,Project,PriorityOrder,SamplingApproach,BaseOver,DesignStratum,MultidensityCategory,FieldOffice,DistrictOffice,AdminState,StateCode,SpeciesState,County,WetlandIndicatorRegion,LRR,ElevationFt,CowardinAttribute,Allotment,DesignLatitudeWGS84,DesignLongitudeWGS84,OfficeEvaluator,EvalStatus,OfficeEvalDate,NotSampledReason,RejectEvidence1,RejectEvidence2,OfficeEvalComments,AccessNotes,DistancefromRoad,PlotLayoutComments,AdditionalGuidanceNeeded,SampleTiming,Monumenting,BLMComments,BLMContact,Hitch,Hitch Notes,CollectWQ,CollectAnnualUse,CollectHummocks,Supplementals,GlobalID,CandidateReference,created_user,created_date,last_edited_user,last_edited_date,x,y
24,CO-TRFO-TW-24008,Yellowjacket Creek Above Isthmay 2,No,,CO_SouthwestDO_2024,1,Targeted,Base,,,TRES RIOS FIELD OFFICE,SOUTHWEST DISTRICT OFFICE,CO,CO,CO,Montezuma County,Arid West,D,4858.47412072754,R3UBH,,37.3339690393872,-109.038960506365,Tristan Atkinson,Sampled - Data reviewed,4/23/2024 6:00:00 AM,,,,"Narrow riparian area alongside river. Plot appears to be directly in river. Shifting will occur in order to maintain target population sampling (depth of water, extent of channel, avoiding upland veg). Woodys on site.  ","From Cortez, take SH-491 south for 2.5 miles. Turn west onto Road-G, continue for 26 miles and turn north onto CR H-10. Contiue north on H10 for .4miles. Park alongside CR H-10. Walk 175m to plot.",175m hike to the west,">100m of perenial vegetation along banks. A linear layout may be possible. If channel is within target population, a diagonal/transverse across the channel may be used. ",,This site should be sampled in the early season.,Tablet GPS and photos,Crew can move the point as needed; Plot should represent site potential; Monitoring Goals: Effects of trespass horses on landscape and baseline data for future restoration project.; Access Instructions: Public road right to site. ,Jeff Seebach: jseebach@blm.gov,1,Upland was sampled as requested to document riparian expansion post-restoration.,Yes,No,No,plant vouchers (only unknown species); soil vouchers,7d2699c7-567b-4de7-8124-6ddd65e04e4c,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:36 AM,alexa.armstrong7,6/15/2024 8:25:51 PM,-109.038960506,37.3339690390001
25,CO-TRFO-TW-24009,Yellowjacket Creek Above Isthmay 1,No,,CO_SouthwestDO_2024,1,Targeted,Base,,,TRES RIOS FIELD OFFICE,SOUTHWEST DISTRICT OFFICE,CO,CO,CO,Montezuma County,Arid West,D,4864.20986303711,R3UBH,,37.336659,-109.0363432,Tristan Atkinson,Sampled - Data reviewed,4/23/2024 6:00:00 AM,,,,"Narrow riparian area alongside river. Plot appears to be directly in river. Shifting will occur in order to maintain target population sampling (depth of water, extent of channel, avoiding upland veg). Woodys on site.  ","From Cortez, take SH-491 south for 2.5 miles. Turn west onto Road-G, continue for 26 miles and turn north onto CR H-10. Contiue north on H10 for .6miles. Park alongside CR H-10. Walk 300m to plot.",300m hike to the north.,"A linear layout may be possible. If channel is small and vegetated enough, a diagonal/transverse across the channel may be used. Target population appears to be near the river and not extend very far into surrounding areas.",,Site is hot and dry. Earlier the better. ,Tablet GPS and photos,Crew can move the point as needed; Plot should represent site potential; Monitoring Goals: Effects of trespass horses on landscape and baseline data for future restoration project.; Access Instructions: Public road close to site.,Jeff Seebach: jseebach@blm.gov,1,Upland was sampled as requested to document riparian expansion post-restoration.,Yes,No,No,plant vouchers (only unknown species); soil vouchers,150ee5f6-5584-4dd8-8bb0-367c496f8e7b,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:37 AM,alexa.armstrong7,6/15/2024 8:00:23 PM,-109.0363432,37.3366590000001
26,CO-UCRD-TW-24010,JQS Gulch,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,COLORADO RIVER VALLEY FIELD OFFICE,UPPER COLORADO RIVER DISTRICT OFFICE,CO,CO,CO,Garfield County,"Western Mountains, Valleys, and Coast",E,8881.90410351563,,,39.596808,-107.9008389,Madeline Catterson,Sampled - Data reviewed,5/6/2024 6:00:00 AM,,,,Mapped as Riverine Unconsolidated Bottom Permanently Flooded. Riparian scrub-shrub.,"From Rifle, follow hwy 13 north for ~18.4 miles, then turn left (west) on CR 5. Follow for ~3.5 miles then turn left (south) on Cow Creek Road. Follow for 10.5 miles until it turns into Roan Cliffs Road. Travel along Roans Cliff road for ~20 miles. Park adjacent with the point. ",~85 meters southeast of road.,,,Anytime in the summer. Typically not accessible until mid-June due to snow and mud. ,Tablet GPS and photos,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Land Health Assessment. Grazing permit renewal for the JQS Allotment. Sheep grazing the last approximately 10 years. ; Access Instructions: Turn west off Highway 13 onto Highway 5. Follow highway 5 west until Cattle Creek Road (249). Take Cattle Creek road until it splits and turns into Roan Clifss Road. The Roan Cliffs Road goes left and follows the rim of the plateau. Take this until JQS GUlch (8009). The road will cross JQS Gulch just upstream of the sample point. 
",Colin Brady: cbrady@blm.gov,4,,Yes,No,No,plant vouchers (only unknown species); soil vouchers,c7684b54-97cc-42ea-8fde-4905ea4cd59b,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:39 AM,alexa.armstrong7,7/28/2024 1:33:49 AM,-107.9008389,39.5968080000001
27,CO-UCRD-TW-24011,Egeria Creek Tributary,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,COLORADO RIVER VALLEY FIELD OFFICE,UPPER COLORADO RIVER DISTRICT OFFICE,CO,CO,CO,Routt County,"Western Mountains, Valleys, and Coast",E,8185.71130883789,,,40.034981,-106.7947167,Madeline Catterson,Sampled - Data reviewed,4/29/2024 6:00:00 AM,,,,Mapped as Palustrine Emergent Persistent Seasonally Flooded.,"If coming from I-70. Head north on Highway 131 towards Toponas. You'll go over a pass and head down a steep hill. Just past where the road bends and turns into a flat straight section, there will be a dirt parking area on the west side of the highway. Hike or take a UTV west down the two-track heading towards Ligon Reservoir. It's a flat and short hike, approximately 0.5 miles.",~0.5 mile hike according to access notes.,,,Mid to late summer,Tablet GPS and photos,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Land Health Assessment; Access Instructions: This site is accessed from Highway 131, just south of Toponas. If you're heading south on 131, the pull of is just after the highway crosses over Egeria Creek. There's a pull off and trailhead marker. It's easiest and preferable to hike the admin route to the site. A little less than a mile hike. 
",Colin Brady: cbrady@blm.gov,6,,Yes,No,No,plant vouchers (only unknown species); soil vouchers,63d17166-b98b-4964-bb8d-02e931ffc27c,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:40 AM,alexa.armstrong7,9/2/2024 2:22:41 PM,-106.7947167,40.0349810000001
28,CO-UCRD-TW-24012,Grimes Brooks Reservoir,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,COLORADO RIVER VALLEY FIELD OFFICE,UPPER COLORADO RIVER DISTRICT OFFICE,CO,CO,CO,Routt County,"Western Mountains, Valleys, and Coast",E,9476.89134521484,,,39.995428,-106.8220333,Madeline Catterson,Sampled - Data reviewed,4/30/2024 6:00:00 AM,,,,Mapped as Palustrine Emergent Persistent Seasonally Flooded Diked/Impounded. Along bank of Grimes Books Reservoir.,"Turn west off of Highway 131, in Toponas, onto County Road 5. County Road 5 splits, take County Road 5A which heads south. Shortly after the road splits again, stay right on BLM King Mtn Rd. Follow this road until Grimes Brooks. It's also called BLM Road 8582 once you get past the old admin site. There are a couple gates with combos that will be needed prior to sampling.",0.10 miles south from road,,,Mid to late summer. Prior to hunting season in the fall. Road for access to reservoir is closed to motor traffic during hunting season. ,Tablet GPS and photos,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Land Health Assessment. ; Access Instructions: Access to Grimes Brooks is off of Highway 131. Turn west off of Highway 131, in Toponas, onto County Road 5. County Road 5 splits, take County Road 5A which heads south. Shortly after the road splits again, stay right on BLM King Mtn Rd. Follow this road until Grimes Brooks. It's also called BLM Road 8582 once you get past the old admin site. There are a couple gates with combos that will be needed prior to sampling. 
",Colin Brady: cbrady@blm.gov,6,,Yes,No,No,plant vouchers (only unknown species); soil vouchers,2d0c1436-d3e8-45d9-911b-3c47e57963a3,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:42 AM,alexa.armstrong7,9/2/2024 8:29:02 PM,-106.8220333,39.9954280000001
29,CO-UCRD-TW-24013,Big Alkali Creek Wet Meadow 2,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,COLORADO RIVER VALLEY FIELD OFFICE,UPPER COLORADO RIVER DISTRICT OFFICE,CO,CO,CO,Eagle County,"Western Mountains, Valleys, and Coast",E,8930.02890795899,,,39.812247,-106.7821694,Madeline Catterson,Reattempt,5/5/2024 6:00:00 AM,Reattempt - Recent disturbance,,,"Along a stream, potentially woody. Mapped as Palustrine Emergent Persistent Seasonally Flooded.","Off the CO River Road (CR-301) East of Burns, CO. take CR-41 to CR-41A to BLM Road 8530, stay on this and then turn right onto BLM Road 8532, take this a ways down the hill. At the bottom you will pass next to cottonwood trees and a cabin. Continue on this dirt road (8532) south until you reach a small pullout. The trail/old road is hard to follow at first. Follow the edge of the ridge on the south side of the drainage until you hit an admin route. This admin route is easy to follow and will take you right to the site.",Depends how far up road we can drive. 0.02 miles south of road.,,,Mid to late summer. Prior to hunting season in the fall,Tablet GPS and photos,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Land Health Assessment; Access Instructions: Off the CO River Road (CR-301) East of Burns, CO. take CR-41 to CR-41A to BLM Road 8530, stay on this and then turn right onto BLM Road 8532, take this a ways down the hill. At the bottom you will pass   next to cottonwood trees and a cabin. Continue on this dirt road (8532) south until you reach a small pullout. The trail/old road is hard to follow at first. Follow the edge of the ridge on the south side of the drainage until you hit an admin route. This admin route is easy to follow and will take you right to the site. Obtain a Castle Peak Travel Map at the CRVFO prior to sampling it will be a big help!
",Colin Brady: cbrady@blm.gov,6,,Yes,No,No,plant vouchers (only unknown species); soil vouchers,6b640390-e3dd-47e3-83e3-9fa39faab1ad,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:43 AM,madeline.catterson,8/20/2024 7:35:32 PM,-106.7821694,39.8122470000001
30,CO-UCRD-TW-24014,Edges Lakes,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,COLORADO RIVER VALLEY FIELD OFFICE,UPPER COLORADO RIVER DISTRICT OFFICE,CO,CO,CO,Eagle County,"Western Mountains, Valleys, and Coast",E,9013.72324487305,,,39.807631,-106.7777972,Madeline Catterson,Reattempt,5/1/2024 6:00:00 AM,Reattempt - Recent disturbance,,,Mapped as Palustrine Emergent Persistent Seasonally Flooded/Saturated. site at edge of forested area- wetland between 2 lakes,"Off off the CO River Road (CR-301) East of Burns, CO. take CR-41 to CR-41A to BLM Road 8530, stay on this and then turn right onto BLM Road 8532, take this a ways down the hill. At the bottom you will pass next to cottonwood trees and a cabin. Continue on this dirt road (8532) south until you reach a small pullout. The trail/old road is hard to follow at first. Follow the edge of the ridge on the south side of the drainage until you hit an admin route. This admin route is easy to follow and will take you right to the site.",Depends 0.15 miles southeast from road,,,Mid to late summer. Prior to hunting season in the fall,Tablet GPS and photos,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Land Health Assessment
; Access Instructions: Off off the CO River Road (CR-301) East of Burns, CO. take CR-41 to CR-41A to BLM Road 8530, stay on this and then turn right onto BLM Road 8532, take this a ways down the hill. At the bottom you will pass   next to cottonwood trees and a cabin. Continue on this dirt road (8532) south until you reach a small pullout. The trail/old road is hard to follow at first. Follow the edge of the ridge on the south side of the drainage until you hit an admin route. This admin route is easy to follow and will take you right to the site. Obtain a Castle Peak Travel Map at the CRVFO prior to sampling it will be a big help!
",Colin Brady: cbrady@blm.gov,6,,Yes,No,No,plant vouchers (only unknown species); soil vouchers,a6fe62d2-ea15-4e2b-994f-e783ba225659,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:45 AM,madeline.catterson,8/20/2024 7:35:46 PM,-106.7777972,39.8076310000001
31,CO-UCRD-TW-24015,Carr Creek,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,GRAND JUNCTION FIELD OFFICE,UPPER COLORADO RIVER DISTRICT OFFICE,CO,CO,CO,Garfield County,"Western Mountains, Valleys, and Coast",E,7410.75849365234,,,39.635311,-108.6145056,Madeline Catterson,Sampled - Data reviewed,5/5/2024 6:00:00 AM,,,,Mapped as Riverine Unconsolidated Bottom Permanently Flooded. Riparian emergent? Not as many woodies. May need to cross need depending on access,"From De Baque, follow Road Creek Road for ~20 miles. Turn right (north) on CR 207 and follow for ~10 miles through private land until the road ends. Drive as close as possible then hike ~3-4 miles in following Carr creek.",Depends on private land access. Access from the south is ~3.5 miles depending on road conditions.,,,Should be sampled mid to end of July. Post Trout Spawn. ,Tablet GPS and photos,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Land Health Assessment. ; Access Instructions: This upper site might be best accessed by hiking in from the north side of the drainage. Currently unsure of what road conditions are like coming in from the south across private property. Either way is a hike I'm pretty sure. Coming from the north: Turn off Highway 5 onto County Road 26. Follow county road until you almost reach the head of the Carr Creek drainage. You'll pass through a state wildlife area. You'll need to park in this area and hike admin routes to the site. We can look at maps before the hitch. 
",Colin Brady: cbrady@blm.gov,4,Half data on lost iPad,Yes,No,No,plant vouchers (only unknown species); soil vouchers,a2923a03-f1d3-4dcf-806a-ee1755a46fde,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:46 AM,alexa.armstrong7,9/3/2024 8:59:37 PM,-108.6145056,39.6353110000001
32,CO-UCRD-TW-24016,Left Fork Carr Creek,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,GRAND JUNCTION FIELD OFFICE,UPPER COLORADO RIVER DISTRICT OFFICE,CO,CO,CO,Garfield County,"Western Mountains, Valleys, and Coast",E,7092.62965771484,,,39.57435,-108.5569167,Madeline Catterson,Sampled - Data reviewed,5/6/2024 6:00:00 AM,,,,"Mapped as Riverine Intermittent Stream Bed Seasonally Flooded. Riparian scrub-shrub, will need to cross creek or shift plot center","Access needed through private land. From De Baque, follow Road Creek Road for ~20 miles. Turn right (north) on CR 207 and follow for ~4.5 miles then turn left (west) on unnamed road. Follow for ~4 miles until adjacent with the point.",~25 meters south from private road,,,Tentative sampling dates with BLM staff July 22-25. Dates are flexible but need to be coordinated with lotic AIM crew and GJFO. ,Tablet GPS and photos,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Land Health Assessment. ; Access Instructions: Site access requires going through private land. Lotic and Riparian/Wetland AIM crews will need to coordinate to access and sample at the same time. Take the DeBeque exit on I70 and head north on County Road 204 (Roan Creek Road). Follow 204 until County Road 207. There's a locked gate that requires landowner permission to get through.,Colin Brady: cbrady@blm.gov,4,,Yes,No,No,plant vouchers (only unknown species); soil vouchers,cea6ce52-0bc4-40af-af9e-e0c215ba1bf3,Yes,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:48 AM,alexa.armstrong7,7/28/2024 1:16:36 AM,-108.5569167,39.57435
33,CO-UCRD-TW-24017,Roan Creek,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,GRAND JUNCTION FIELD OFFICE,UPPER COLORADO RIVER DISTRICT OFFICE,CO,CO,CO,Garfield County,Arid West,E,6629.10189697266,,,39.514886,-108.5698556,Madeline Catterson,Sampled - Data reviewed,5/6/2024 6:00:00 AM,,,,Mapped as Riverine Unconsolidated Bottom Permanently Flooded. Most likely riparian shrub-scrub.,"From De Baque, follow Roan Creek Rd (CR 204) for ~27 miles. Park at the road fork slightly south of the point and walk 120 meters west from the site. If the creek is too wide or high, drive south into the private land on the road that crosses the creek.",120 meters west form Roan Creek Rd (CR 204),Potentially transverse,, Tentative sampling dates with BLM staff July 22-25 but dates are flexible. Dates need to be coordinated with lotic crew and GJFO. ,Tablet GPS and photos,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Land Health Assessment; Access Instructions: Site access requires going through private land. Lotic and Riparian/Wetland AIM crews will need to coordinate to access and sample at the same time. Take the DeBeque exit on I70 and head north on County Road 204 (Roan Creek Road). Follow 204 until locked gate. Gate requires landowner permission. Once through the gate, stay on the same dirt road until adjacent to point. Generally lots of parking available on the side of the road.",Colin Brady: cbrady@blm.gov,4,,Yes,No,No,plant vouchers (only unknown species); soil vouchers,2a5623c0-90d6-48d7-8498-c3273b31cac9,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:50 AM,alexa.armstrong7,7/28/2024 1:10:16 AM,-108.5698556,39.514886
34,CO-UCRD-TW-24018,Dolores Berm 4,No,,CO_UpperColoradoDO_2024,1,Targeted,Base,,,Moab,Canyon Country,CO,UT,UT,Grand County,Arid West,D,4381.93850866699,,,38.753442,-109.0839833,Madeline Catterson,Sampled - Data reviewed,5/8/2024 6:00:00 AM,,,,"River gauge near Cisco, UT shows 804 ft3/s as of 6/11, 2023 levels during this time were  2710 ft3/s. Wetland/riparian adjacent to Dolores river, Riparian shrub/scrub. Could do spoke depending on water levels","From Fort Collins, head west on i70 towards Grand Junction for 233 miles. Take exit 37 toward Clifton. Hop onto CO 141 South following signs for Gateway, CO. Once at the main highway (38.676497, -108.977456) turn left and go past the resort and turn left just before the bridge over the Dolores on 4 1/10 road (38.680142, -108.980653). Continue on the main road until a right turn on a small dirt road that goes towards the river at 38.750812, -109.082384. Park next to the site.","~1,000 ft north from Dolores river 4 1/10 road",Spoke depending on water levels,,No,Tablet GPS and photos,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Floodplain monitoring after a berm was removed adjacent to the Dolores River. ; Access Instructions: See site directions from previous crews. Previous site code from same area: UT-CYD-TW-23006. If not available I will figure out directions. 
",Colin Brady: cbrady@blm.gov,2,,Yes,No,No,plant vouchers (only unknown species); soil vouchers,2525501d-d103-453f-8bdb-53bf889bdbb4,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:24:51 AM,alexa.armstrong7,6/29/2024 7:43:36 PM,-109.0839833,38.7534420000001
