OBJECTID,PlotID,Project,FieldEvalDate,VisitType,StaticEvaluationID,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
85,CA-CCAD-TW-23052,CA_CentralDO_2024,5/6/2024 6:34:45 PM,Full Sample Visit,CA-CCAD-TW-23052_2024-05-06,7106a63b-8243-465d-880f-281526b58078,mheine7,5/6/2024 6:34:57 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:06 PM,-122.479849999672,39.1383959999691
86,CA-CCAD-TW-24001,CA_CentralDO_2024,5/3/2024 5:59:07 PM,Full Sample Visit,CA-CCAD-TW-24001_2024-05-03,091f28c3-46ac-41f2-ba31-a7f558617fa9,king.b55638,5/3/2024 5:59:37 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:07 PM,-122.458825261925,39.0824888609581
87,CA-CCAD-TW-23049,CA_CentralDO_2024,5/5/2024 9:58:43 PM,Full Sample Visit,CA-CCAD-TW-23049_2024-05-05,88ea865f-5af1-4c2f-bd0b-118f465de2d3,king.b55638,5/5/2024 9:58:49 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:09 PM,-122.493673300417,39.1302411698254
88,CA-CCAD-TW-23052,CA_CentralDO_2024,5/6/2024 6:18:46 PM,Full Sample Visit,CA-CCAD-TW-23052_2024-05-06,705dc55a-4e7e-4504-b06b-f1c33f88b050,king.b55638,5/6/2024 6:18:51 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:10 PM,-122.479849999672,39.1383959999691
89,CA-CCAD-TW-23063,CA_CentralDO_2024,5/4/2024 8:23:29 PM,Full Sample Visit,CA-CCAD-TW-23063_2024-05-04,fc8f1df4-1c51-4433-b7aa-751207e6fcbb,king.b55638,5/4/2024 8:23:32 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:12 PM,-122.407522999767,38.8532669996976
90,CA-CDD-TW-24062,CA_DesertDO_2024,4/19/2024 6:59:34 PM,Full Sample Visit,CA-CDD-TW-24062_2024-04-19,d0d3b442-07ae-4637-9c55-02e919e3585a,ahoeft4,4/19/2024 6:59:40 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:13 PM,-117.392658713003,35.9780084590907
91,CA-CDD-TW-24056,CA_DesertDO_2024,4/20/2024 5:40:39 PM,Full Sample Visit,CA-CDD-TW-24056_2024-04-20,f4c18ee6-166a-4c1b-81de-15775df0e69f,ahoeft4,4/20/2024 5:40:41 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:15 PM,-117.414509999625,35.9100300001593
92,CA-NCAD-TW-24020,CA_NorthernDO_2024,5/2/2024 3:37:14 PM,Full Sample Visit,CA-NCAD-TW-24020_2024-05-02,56ac8f73-549f-4743-a1ee-f99a4a9132f6,ntshaw19996,5/2/2024 3:37:17 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:17 PM,-122.186242362168,40.2672921538826
93,CA-NCAD-TW-24019,CA_NorthernDO_2024,5/3/2024 3:32:01 PM,Full Sample Visit,CA-NCAD-TW-24019_2024-05-03,7b84c98b-8f92-48eb-a153-c200e3cdfa9e,ntshaw19996,5/3/2024 3:32:09 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:18 PM,-122.190094606702,40.2773953811769
94,CA-NCAD-TW-24021,CA_NorthernDO_2024,5/3/2024 7:23:06 PM,Full Sample Visit,CA-NCAD-TW-24021_2024-05-03,54e4a9d1-151c-432c-80f8-e858753a34ba,ntshaw19996,5/3/2024 7:23:24 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:20 PM,-122.192869294206,40.3903567646864
95,CA-NCAD-TW-24081,CA_NorthernDO_2024,5/4/2024 5:36:19 PM,Full Sample Visit,CA-NCAD-TW-24081_2024-05-04,8afa681e-890d-4791-8c69-aa57f8338d06,ntshaw19996,5/4/2024 5:36:21 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:22 PM,-122.4240151,40.4997229999576
96,CA-NCAD-TW-24080,CA_NorthernDO_2024,5/5/2024 4:10:53 PM,Full Sample Visit,CA-NCAD-TW-24080_2024-05-05,d2359b60-39de-4f45-a1c1-15ebd2f97ad6,ntshaw19996,5/5/2024 4:10:59 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:24 PM,-122.414146800278,40.4991650001614
97,AZ-TUCFO-TW-24006,AZ_TucsonFO_2024,5/6/2024 4:04:48 PM,Calibration Visit,AZ-TUCFO-TW-24006_2024-05-06,9d60cad4-deb1-4de4-a467-ec227bd86862,aperetz@blm.gov_BLM_EGIS,5/6/2024 4:04:50 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:26 PM,-110.57385390002,31.8595482232003
98,AZ-TUCFO-TW-24006,AZ_TucsonFO_2024,5/6/2024 9:51:02 PM,Full Sample Visit,AZ-TUCFO-TW-24006_2024-05-06,3b0e5c15-65d4-464d-9aa1-d407d5e004b2,aperetz@blm.gov_BLM_EGIS,5/6/2024 9:51:17 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:28 PM,-110.573760099734,31.8596749997373
99,AZ-TUCFO-TW-24003,AZ_TucsonFO_2024,5/7/2024 5:20:24 PM,Full Sample Visit,AZ-TUCFO-TW-24003_2024-05-07,b81990b4-d1aa-4d37-9d13-0615db80b190,aperetz@blm.gov_BLM_EGIS,5/7/2024 5:20:30 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:29 PM,-110.57450520016,31.856249000139
100,AZ-TUCFO-TW-24026,AZ_TucsonFO_2024,5/7/2024 8:57:21 PM,Full Sample Visit,AZ-TUCFO-TW-24026_2024-05-07,7efad21b-e3a2-42be-b822-c955008470ee,aperetz@blm.gov_BLM_EGIS,5/7/2024 8:57:30 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:31 PM,-110.573612500245,31.8550009999432
101,AZ-TUCFO-TW-24002,AZ_TucsonFO_2024,5/8/2024 4:10:21 PM,Full Sample Visit,AZ-TUCFO-TW-24002_2024-05-08,8d40647b-b55f-4236-93c9-2f059a900758,aperetz@blm.gov_BLM_EGIS,5/8/2024 4:10:35 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:32 PM,-110.575917400296,31.8548640001694
102,AZ-TUCFO-TW-24005,AZ_TucsonFO_2024,5/8/2024 9:46:47 PM,Full Sample Visit,AZ-TUCFO-TW-24005_2024-05-08,5f9e5c90-d416-4930-9dc8-051eedc586b6,aperetz@blm.gov_BLM_EGIS,5/8/2024 9:46:54 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:34 PM,-110.574112700161,31.8588639999876
103,AZ-TUCFO-TW-24007,AZ_TucsonFO_2024,5/9/2024 2:25:47 PM,Full Sample Visit,AZ-TUCFO-TW-24007_2024-05-09,68d43021-22c7-4e80-8a93-4fee457bf336,aperetz@blm.gov_BLM_EGIS,5/9/2024 2:25:56 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:36 PM,-110.572938300251,31.8613679999049
104,AZ-TUCFO-TW-24008,AZ_TucsonFO_2024,5/9/2024 4:36:18 PM,Full Sample Visit,AZ-TUCFO-TW-24008_2024-05-09,1e113bac-1f76-44bf-acad-890bfa5c24bf,aperetz@blm.gov_BLM_EGIS,5/9/2024 4:36:25 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:37 PM,-110.572592500071,31.8630089998559
105,AZ-TUCFO-TW-24009,AZ_TucsonFO_2024,5/9/2024 6:59:18 PM,Full Sample Visit,AZ-TUCFO-TW-24009_2024-05-09,cccbdec8-8859-4826-ba72-3899259b22f9,aperetz@blm.gov_BLM_EGIS,5/9/2024 6:59:20 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:38 PM,-110.572099200114,31.8645319998633
106,AZ-TUCFO-TW-24010,AZ_TucsonFO_2024,5/9/2024 8:06:14 PM,Full Sample Visit,AZ-TUCFO-TW-24010_2024-05-09,9c2fd54a-7909-42d3-8c3c-8d6d73c88938,aperetz@blm.gov_BLM_EGIS,5/9/2024 8:06:15 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:40 PM,-110.570520299611,31.8653470001524
107,AZ-TUCFO-TW-24011,AZ_TucsonFO_2024,5/10/2024 4:26:49 PM,Full Sample Visit,AZ-TUCFO-TW-24011_2024-05-10,81ec291b-aa57-4b72-bd49-c628addc6bd6,aperetz@blm.gov_BLM_EGIS,5/10/2024 4:27:00 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:43 PM,-110.569014099764,31.8664339998185
108,AZ-TUCFO-TW-24004,AZ_TucsonFO_2024,5/7/2024 4:48:50 PM,Full Sample Visit,AZ-TUCFO-TW-24004_2024-05-07,5864f0a8-a90c-4c32-a318-fd3eff8f68fd,ndefino@blm.gov_BLM_EGIS,5/7/2024 4:49:22 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:44 PM,-110.573989799851,31.8579879999328
109,AZ-TUCFO-TW-24004,AZ_TucsonFO_2024,5/7/2024 4:48:50 PM,Full Sample Visit,AZ-TUCFO-TW-24004_2024-05-07,9b4bfe1d-0e71-4d84-a859-8925607b5b4b,ndefino@blm.gov_BLM_EGIS,5/7/2024 4:57:59 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:46 PM,-110.574021683755,31.8579206170227
110,AZ-TUCFO-TW-24026,AZ_TucsonFO_2024,5/7/2024 9:18:10 PM,Full Sample Visit,AZ-TUCFO-TW-24026_2024-05-07,bb9f9884-71a7-4ad4-9cad-05b9367a970b,ndefino@blm.gov_BLM_EGIS,5/7/2024 9:18:12 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:48 PM,-110.573612500245,31.8550009999432
111,AZ-TUCFO-TW-24002,AZ_TucsonFO_2024,5/8/2024 4:10:56 PM,Full Sample Visit,AZ-TUCFO-TW-24002_2024-05-08,b2496655-ce5b-4bdc-ae2b-fc5b691cd098,ndefino@blm.gov_BLM_EGIS,5/8/2024 4:11:31 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:49 PM,-110.575917400296,31.8548640001694
112,AZ-TUCFO-TW-24025,AZ_TucsonFO_2024,5/8/2024 7:50:09 PM,Full Sample Visit,AZ-TUCFO-TW-24025_2024-05-08,96ac2bb6-9a5e-4dc3-a912-864a4b88cc74,ndefino@blm.gov_BLM_EGIS,5/8/2024 7:50:16 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:51 PM,-110.573733799758,31.8562099998164
113,AZ-TUCFO-TW-24005,AZ_TucsonFO_2024,5/8/2024 9:35:02 PM,Full Sample Visit,AZ-TUCFO-TW-24005_2024-05-08,b74a0ff3-d7c4-4fda-8628-d171988fec64,ndefino@blm.gov_BLM_EGIS,5/8/2024 9:35:05 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:52 PM,-110.574112700161,31.8588639999876
114,AZ-TUCFO-TW-24009,AZ_TucsonFO_2024,5/9/2024 6:19:44 PM,Full Sample Visit,AZ-TUCFO-TW-24009_2024-05-09,32f1c8f8-096f-414b-ab03-5dfc2c5fac4a,ndefino@blm.gov_BLM_EGIS,5/9/2024 6:19:47 PM,kmartin@blm.gov_BLM_EGIS,12/10/2024 8:05:54 PM,-110.572099200114,31.8645319998633
115,AZ-TUCFO-TW-24010,AZ_TucsonFO_2024,5/9/2024 8:30:09 PM,Full Sample Visit,AZ-TUCFO-TW-24010_2024-05-09,96e3e8bf-13ea-4a1f-9793-e3404d1a4ac4,ndefino@blm.gov_BLM_EGIS,5/9/2024 8:29:55 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:48:50 PM,-110.570520299611,31.8653470001524
116,AZ-TUCFO-TW-24011,AZ_TucsonFO_2024,5/10/2024 4:30:36 PM,Full Sample Visit,AZ-TUCFO-TW-24011_2024-05-10,dedc1f35-418e-49c7-aa61-0a46276b8d5b,ndefino@blm.gov_BLM_EGIS,5/10/2024 4:30:58 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:48:52 PM,-110.568972700006,31.8665884334548
117,AZ-TUCFO-TW-24012,AZ_TucsonFO_2024,5/10/2024 7:14:51 PM,Full Sample Visit,AZ-TUCFO-TW-24012_2024-05-10,3c742882-48d5-4fc8-85ce-16c2c65dcc55,ndefino@blm.gov_BLM_EGIS,5/10/2024 7:14:53 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:48:54 PM,-110.56821763367,31.8678495331294
118,AZ-TUCFO-TW-24006,AZ_TucsonFO_2024,1/2/1900 12:00:17 AM,Calibration Visit,AZ-TUCFO-TW-24006_1900-01-02,2ef6d405-5a59-4e56-9c3f-69605d2ae345,tcondo@blm.gov_BLM_EGIS,5/6/2024 5:35:55 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:48:56 PM,-110.573823100382,31.8594615998419
119,AZ-TUCFO-TW-24006,AZ_TucsonFO_2024,5/6/2024 9:22:03 PM,Full Sample Visit,AZ-TUCFO-TW-24006_2024-05-06,deae2c53-66d7-4665-ab11-c8ce27fc99a9,tcondo@blm.gov_BLM_EGIS,5/6/2024 9:21:36 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:48:58 PM,-110.573760099734,31.8596749997373
120,AZ-TUCFO-TW-24004,AZ_TucsonFO_2024,5/7/2024 4:49:34 PM,Full Sample Visit,AZ-TUCFO-TW-24004_2024-05-07,a258bce2-9541-4f20-899b-439fdec98fdf,tcondo@blm.gov_BLM_EGIS,5/7/2024 4:49:49 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:00 PM,-110.573989799851,31.8579879999328
121,AZ-TUCFO-TW-24026,AZ_TucsonFO_2024,5/7/2024 9:14:02 PM,Full Sample Visit,AZ-TUCFO-TW-24026_2024-05-07,ef18dd2e-7e25-4b01-9baa-6bb3a6ea6e03,tcondo@blm.gov_BLM_EGIS,5/7/2024 9:14:05 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:01 PM,-110.573612500245,31.8550009999432
122,AZ-TUCFO-TW-24001,AZ_TucsonFO_2024,5/8/2024 3:20:05 PM,Full Sample Visit,AZ-TUCFO-TW-24001_2024-05-08,2fdb6309-9427-4c2a-8d5c-a3fcbc37ffef,tcondo@blm.gov_BLM_EGIS,5/8/2024 3:20:15 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:03 PM,-110.577413600097,31.8535970001348
123,AZ-TUCFO-TW-24025,AZ_TucsonFO_2024,5/8/2024 7:53:55 PM,Full Sample Visit,AZ-TUCFO-TW-24025_2024-05-08,4220028b-6964-4da1-85c2-beeab2d0df95,tcondo@blm.gov_BLM_EGIS,5/8/2024 7:54:01 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:05 PM,-110.57373128178,31.8562055606425
124,AZ-TUCFO-TW-24005,AZ_TucsonFO_2024,5/8/2024 9:44:55 PM,Full Sample Visit,AZ-TUCFO-TW-24005_2024-05-08,175b2a1d-90c0-4d22-9b85-9c471011df22,tcondo@blm.gov_BLM_EGIS,5/8/2024 9:44:57 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:06 PM,-110.574114469842,31.8588635254111
125,AZ-TUCFO-TW-24007,AZ_TucsonFO_2024,5/9/2024 2:50:01 PM,Full Sample Visit,AZ-TUCFO-TW-24007_2024-05-09,73da7ff4-50a9-4b2a-923f-e56497d7016e,tcondo@blm.gov_BLM_EGIS,5/9/2024 2:50:05 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:08 PM,-110.572938300251,31.8613679999049
126,AZ-TUCFO-TW-24008,AZ_TucsonFO_2024,5/9/2024 4:47:57 PM,Full Sample Visit,AZ-TUCFO-TW-24008_2024-05-09,485087b0-fa98-41ec-bc37-ede7890a129c,tcondo@blm.gov_BLM_EGIS,5/9/2024 4:48:07 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:10 PM,-110.572592500071,31.8630089998559
127,AZ-TUCFO-TW-24009,AZ_TucsonFO_2024,5/9/2024 6:12:36 PM,Full Sample Visit,AZ-TUCFO-TW-24009_2024-05-09,30e5f0cd-7456-4511-8c4b-58bb99d4682a,tcondo@blm.gov_BLM_EGIS,5/9/2024 6:12:01 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:11 PM,-110.572099200114,31.8645319998633
128,AZ-TUCFO-TW-24012,AZ_TucsonFO_2024,5/10/2024 6:40:49 PM,Full Sample Visit,AZ-TUCFO-TW-24012_2024-05-10,4bdf861b-eafe-4aea-b7bf-cf2feddab67b,tcondo@blm.gov_BLM_EGIS,5/10/2024 6:40:54 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:13 PM,-110.568182600272,31.8679200000932
129,AZ-TUCFO-TW-24001,AZ_TucsonFO_2024,5/8/2024 4:59:07 PM,Full Sample Visit,AZ-TUCFO-TW-24001_2024-05-08,ae1879ce-2f26-4b83-bb76-75e60bc7a081,crperez@blm.gov_BLM_EGIS,5/8/2024 4:59:22 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:15 PM,-110.577427812343,31.8535952970553
130,AZ-TUCFO-TW-24025,AZ_TucsonFO_2024,5/8/2024 7:47:31 PM,Full Sample Visit,AZ-TUCFO-TW-24025_2024-05-08,ba88dd45-b600-400a-a0d5-8464aabfb45c,crperez@blm.gov_BLM_EGIS,5/8/2024 7:47:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:16 PM,-110.573733799758,31.8562099998164
131,AZ-TUCFO-TW-24005,AZ_TucsonFO_2024,5/8/2024 9:37:00 PM,Full Sample Visit,AZ-TUCFO-TW-24005_2024-05-08,9480aba4-4dab-4e6d-835c-f7cbeaa8e33c,crperez@blm.gov_BLM_EGIS,5/8/2024 9:37:17 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:18 PM,-110.574112700161,31.8588639999876
132,AZ-TUCFO-TW-24007,AZ_TucsonFO_2024,5/9/2024 3:36:17 PM,Full Sample Visit,AZ-TUCFO-TW-24007_2024-05-09,b4c72793-7c60-445e-a9dd-11ed08e371ff,crperez@blm.gov_BLM_EGIS,5/9/2024 3:36:23 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:20 PM,-110.572938300251,31.8613679999049
133,AZ-TUCFO-TW-24008,AZ_TucsonFO_2024,5/9/2024 4:51:06 PM,Full Sample Visit,AZ-TUCFO-TW-24008_2024-05-09,b994f5a5-a33e-4480-bb18-4fbd9dcf3d51,crperez@blm.gov_BLM_EGIS,5/9/2024 4:51:13 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:22 PM,-110.572592500071,31.8630089998559
134,AZ-TUCFO-TW-24009,AZ_TucsonFO_2024,5/9/2024 6:54:59 PM,Full Sample Visit,AZ-TUCFO-TW-24009_2024-05-09,6f98505b-792a-42bf-8f88-f0dec2b0b53e,crperez@blm.gov_BLM_EGIS,5/9/2024 6:55:06 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:24 PM,-110.572099200114,31.8645319998633
135,AZ-TUCFO-TW-24010,AZ_TucsonFO_2024,5/9/2024 8:21:20 PM,Full Sample Visit,AZ-TUCFO-TW-24010_2024-05-09,5a5f87e0-e7b3-4525-9867-0a6927c55f4d,crperez@blm.gov_BLM_EGIS,5/9/2024 8:21:36 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:26 PM,-110.570520299611,31.8653470001524
136,AZ-TUCFO-TW-24003,AZ_TucsonFO_2024,5/7/2024 5:10:06 PM,Full Sample Visit,AZ-TUCFO-TW-24003_2024-05-07,50b38b78-1d7c-4a71-a9b2-528f1f679a21,crperez@blm.gov_BLM_EGIS,5/7/2024 5:10:09 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:28 PM,-110.57450520016,31.856249000139
137,AZ-TUCFO-TW-24026,AZ_TucsonFO_2024,5/7/2024 10:19:05 PM,Full Sample Visit,AZ-TUCFO-TW-24026_2024-05-07,6650275f-9c15-4378-bb2a-cbb5ca59fe23,crperez@blm.gov_BLM_EGIS,5/7/2024 10:19:17 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:30 PM,-110.573612500245,31.8550009999432
138,AZ-TUCFO-TW-24001,AZ_TucsonFO_2024,5/8/2024 4:02:55 PM,Full Sample Visit,AZ-TUCFO-TW-24001_2024-05-08,8b41b2ba-4040-4100-b27e-25649dec3ffc,crperez@blm.gov_BLM_EGIS,5/8/2024 4:03:00 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:31 PM,-110.577413600097,31.8535970001348
139,AZ-TUCFO-TW-24025,AZ_TucsonFO_2024,5/8/2024 7:49:18 PM,Full Sample Visit,AZ-TUCFO-TW-24025_2024-05-08,9f1bfa53-9f80-451f-809b-6f61d70cb70e,crperez@blm.gov_BLM_EGIS,5/8/2024 7:49:54 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:33 PM,-110.573733799758,31.8562099998164
140,AZ-TUCFO-TW-24005,AZ_TucsonFO_2024,5/8/2024 9:36:48 PM,Full Sample Visit,AZ-TUCFO-TW-24005_2024-05-08,951917d6-060a-4775-8b03-d760eda1e9b7,crperez@blm.gov_BLM_EGIS,5/8/2024 9:37:10 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:34 PM,-110.574153083027,31.8589054666798
141,AZ-TUCFO-TW-24007,AZ_TucsonFO_2024,5/9/2024 3:38:01 PM,Full Sample Visit,AZ-TUCFO-TW-24007_2024-05-09,0f307c85-7fa9-40a2-9678-9e9901877394,crperez@blm.gov_BLM_EGIS,5/9/2024 3:38:15 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:36 PM,-110.572938300251,31.8613679999049
142,AZ-TUCFO-TW-24008,AZ_TucsonFO_2024,5/9/2024 4:47:32 PM,Full Sample Visit,AZ-TUCFO-TW-24008_2024-05-09,5aa57d91-b0ac-442b-95e0-59061c325128,crperez@blm.gov_BLM_EGIS,5/9/2024 4:47:38 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:38 PM,-110.572667300089,31.8629539598231
143,AZ-TUCFO-TW-24009,AZ_TucsonFO_2024,5/9/2024 6:48:34 PM,Full Sample Visit,AZ-TUCFO-TW-24009_2024-05-09,c69f8287-c8d9-413d-b8e2-a458b3dd1b42,crperez@blm.gov_BLM_EGIS,5/9/2024 6:48:50 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:39 PM,-110.572019729754,31.8646285068863
144,AZ-TUCFO-TW-24010,AZ_TucsonFO_2024,5/9/2024 8:09:14 PM,Full Sample Visit,AZ-TUCFO-TW-24010_2024-05-09,a597ef70-79de-4993-b7a8-dbc4efdc8bf6,crperez@blm.gov_BLM_EGIS,5/9/2024 8:09:20 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:41 PM,-110.570518414047,31.8653392365641
145,AZ-TUCFO-TW-24011,AZ_TucsonFO_2024,5/10/2024 4:27:52 PM,Full Sample Visit,AZ-TUCFO-TW-24011_2024-05-10,c65d72d4-2c2d-4c7a-842b-a2b287bb0e04,crperez@blm.gov_BLM_EGIS,5/10/2024 4:28:05 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:42 PM,-110.569014099764,31.8664339998185
146,AZ-TUCFO-TW-24012,AZ_TucsonFO_2024,5/10/2024 6:41:24 PM,Full Sample Visit,AZ-TUCFO-TW-24012_2024-05-10,a2d3ee67-4c4b-44b6-8635-ab6efb277a3b,crperez@blm.gov_BLM_EGIS,5/10/2024 6:41:25 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:44 PM,-110.568147000038,31.8678417598341
147,AZ-TUCFO-TW-24014,AZ_TucsonFO_2024,5/13/2024 5:40:00 PM,Full Sample Visit,AZ-TUCFO-TW-24014_2024-05-13,d22cc78e-5d61-4da9-94a6-ecda52552795,crperez@blm.gov_BLM_EGIS,5/13/2024 5:41:04 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:46 PM,-110.567543200114,31.8712740000082
148,AZ-TUCFO-TW-24001,AZ_TucsonFO_2024,5/8/2024 4:35:02 PM,Full Sample Visit,AZ-TUCFO-TW-24001_2024-05-08,49550469-0ade-4ad2-8349-27c05b0e5ce2,aperetz@blm.gov_BLM_EGIS,5/8/2024 4:35:06 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:48 PM,-110.577413600097,31.8535970001348
149,AZ-TUCFO-TW-24025,AZ_TucsonFO_2024,5/8/2024 7:51:25 PM,Full Sample Visit,AZ-TUCFO-TW-24025_2024-05-08,39f0e465-1495-4548-b2ef-1362e4eaa772,aperetz@blm.gov_BLM_EGIS,5/8/2024 7:51:28 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:50 PM,-110.573733799758,31.8562099998164
150,AZ-TUCFO-TW-24005,AZ_TucsonFO_2024,5/8/2024 9:43:24 PM,Full Sample Visit,AZ-TUCFO-TW-24005_2024-05-08,44187564-f5fc-4e5d-a295-ebe07da70f37,aperetz@blm.gov_BLM_EGIS,5/8/2024 9:43:29 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:52 PM,-110.574112700161,31.8588639999876
151,AZ-TUCFO-TW-24012,AZ_TucsonFO_2024,5/10/2024 6:36:41 PM,Full Sample Visit,AZ-TUCFO-TW-24012_2024-05-10,12b094e8-b0c1-4516-890a-05e74d267f69,aperetz@blm.gov_BLM_EGIS,5/10/2024 6:36:50 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:55 PM,-110.568182600272,31.8679200000932
152,AZ-TUCFO-TW-24014,AZ_TucsonFO_2024,5/13/2024 5:37:13 PM,Full Sample Visit,AZ-TUCFO-TW-24014_2024-05-13,d1154053-73ef-4d50-bf0f-baca96ead367,aperetz@blm.gov_BLM_EGIS,5/13/2024 5:37:15 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:57 PM,-110.567543200114,31.8712740000082
153,AZ-TUCFO-TW-24014,AZ_TucsonFO_2024,5/13/2024 4:52:26 PM,Full Sample Visit,AZ-TUCFO-TW-24014_2024-05-13,f01909de-5225-45d0-9d0b-3d7472b3e94e,ndefino@blm.gov_BLM_EGIS,5/13/2024 4:52:31 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:49:58 PM,-110.567543200114,31.8712740000082
154,NV-NCD-TW-24006,NV_CarsonCityDO_2024,5/11/2024 9:00:36 PM,Calibration Visit,NV-NCD-TW-24006_2024-05-11,addb4428-e05c-489b-b3f7-c34245fc9d5a,laurensnobl,5/11/2024 9:00:41 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:50:00 PM,-118.177620000351,39.6316900001531
155,NV-NCD-TW-24006,NV_CarsonCityDO_2024,5/12/2024 3:57:20 PM,Full Sample Visit,NV-NCD-TW-24006_2024-05-12,3c47816d-9e62-40b5-9476-de023034637b,laurensnobl,5/12/2024 3:57:30 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:50:01 PM,-118.177620000351,39.6316900001531
156,NV-NCD-TW-24006,NV_CarsonCityDO_2024,5/12/2024 12:01:50 AM,Calibration Visit,NV-NCD-TW-24006_2024-05-11,ae5fe433-15c0-4f2c-b745-5f5268388f0c,mhamptonpdx,5/12/2024 12:01:57 AM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:50:03 PM,-118.177620000351,39.6316900001531
