objectid,GlobalID,SpecRichDetailEvaluationID,RecKey,Select Plant Species,Was voucher specimen collected for this species?,Collection Number,UnknownCode,UnknownCodeKey,Species Abundance,ParentGlobalID,CreationDate,Creator,EditDate,Editor
89,423a9980-e859-4dd9-946a-c3bc1fa01325,CA-CDD-TW-22009_2024-04-09,,AFXXXX,No,01,AF_01,CA-CDD-TW-22009_2024-04-09_AF_01,1,e660b7f4-2fd5-400a-8514-bd6829727e81,4/11/2024 2:24:35 PM,ahoeft4,5/9/2024 4:53:51 PM,tgaffney4
90,beca3aaf-988c-458a-8a49-bd2ce2247905,CA-CDD-TW-22009_2024-04-09,,AFXXXX,Yes,02,AF_02,CA-CDD-TW-22009_2024-04-09_AF_02,1,e660b7f4-2fd5-400a-8514-bd6829727e81,4/11/2024 2:24:35 PM,ahoeft4,5/9/2024 4:53:51 PM,tgaffney4
91,e6e3080d-eb41-40d8-a365-a70e6b9fd59d,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,DISP,No,,,,3,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
92,669f8918-9093-4668-b9c4-17d5c3fa1580,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,PLSE,No,,,,2,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
93,a9a7d090-2524-4b7b-9240-8825bad96536,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,SATR12,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
94,262f48fb-c38a-4d03-b376-bf243687dbe0,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,HOMA2,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
95,63c3dba3-557d-48a1-8a2c-6dfd736bada2,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,BRTO,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
96,a92164b1-4e45-4551-aa1e-bbb2fc14a438,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,SCAR,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
97,5f3b6676-a62a-4360-94e0-3184b5d80bcb,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,CLOB,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
98,bfb1dec5-8182-4342-8a46-021c922e6e8d,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,LEFL2,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
99,73b116b6-47fa-4b1d-9bcd-2254f4437c54,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,AFXXXX,No,01,AF_01,CA-CDD-TW-22008_2024-04-08_AF_01,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
101,8aac4617-3ec9-4d63-ac69-f95ca82fd3ea,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,LELA,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
102,6fbe21c2-2999-42c2-b76d-164428eb4317,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,NIOB,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
103,42b2d428-7cdc-4586-9b77-13fb675ff355,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,MAGL3,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
104,a70bd34c-c55e-404e-a6ef-1cb9fddee188,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,AFXXXX,No,02,AF_02,CA-CDD-TW-22008_2024-04-08_AF_02,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
105,9b7e7aaf-8916-4312-9e8e-dc3d1c0ff683,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,ERCI6,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
106,0e4cf3b2-edb6-4bb8-88c8-65f97d8e0ec7,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,RANE,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
107,2f8ec453-f7eb-4b1d-b0eb-1c0e30ea08cd,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,CRAN4,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
108,1bd33ff4-d4d5-4387-9ce2-755930380d58,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,GECA2,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
109,5b2f3b4c-6f5a-433e-9ccf-7001bcb8a4bb,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,ATCA2,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
110,2e4c7381-c6d4-4460-bb4d-cfafb30e18db,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,NAHI,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
111,c24c5bae-8bec-450c-95ce-fc4aa2e88897,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,DEPI,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
112,4f740635-15b3-4d2d-8a76-6262e9411ef4,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,AMTE3,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
113,d4b9ef56-e878-46d4-a383-2d5a9bec82a7,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,PRGL2,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
114,bf1d4094-bbb6-4c43-bddd-0290dc056d07,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,HECU3,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
115,db2c70e9-d7f2-46af-b8f5-4eac066a28f6,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,PLOV,No,,,,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
116,4eefa216-7125-4b03-abce-2514fa3ae40c,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-08_1,AFXXXX,No,03,AF_03,CA-CDD-TW-22008_2024-04-08_AF_03,1,32f64d19-6417-4cd2-9d15-66a2f6a0e25b,4/11/2024 6:05:35 PM,ntshaw1999,4/11/2024 6:05:35 PM,ntshaw1999
117,9b20b36c-2cc5-4756-93db-ba3a343dc6e5,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,PLSE,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
118,19e69d73-9f9c-4b09-915b-b46885a3c2ac,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,DISP,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
119,461bb160-92e3-4a92-95bf-24257b8b2f90,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,BRTO,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
120,d7f9b87f-5806-434c-972c-18f0ca4b10cc,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,LELA,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
121,4dbd9780-8ae8-4245-b8e1-ee56c02b51fa,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AMAC2,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
122,e9e06cb0-8b17-4e85-ba6b-b9ee7aeb3710,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,SCAR,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
123,c0897ecd-08a5-4feb-accf-32ddcdfdffa9,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,CRAN4,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
124,f99e2720-c1b8-4d39-9cb4-8ad140ab0267,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,MAGL3,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
125,fcc2c507-c471-472f-9a1b-1c9f7d3fe771,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,GECA2,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
126,db1a214f-b869-415b-be49-5e832d139e9c,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,PLOV,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
127,8a215448-1fd1-46a8-b172-d283469a30be,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AFXXXX,No,01,AF_01,CA-CDD-TW-22008_2024-04-08_AF_01,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
128,5918eb43-b6d8-4189-a2a5-3831493da30d,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,RANE,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
129,963d8867-542d-4364-95bb-3d9161d2181e,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,HECU3,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
130,a499114d-4de4-490a-9f33-99aa28bde7ba,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,CLBR2,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
131,f2b28fe3-0019-4413-af95-c623b301b892,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,LATR2,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
132,6522b696-aa47-445f-9365-358fc049a442,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,ERCI6,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
133,ac05a73d-a9d2-4e05-9dd2-4b17d90b63fe,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,HOMA2,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
134,e0573799-9e0b-492d-8412-752d10062b74,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,NAHI,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
135,2f14f6dd-b4c9-49c4-8414-0a7a7fd211b6,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,DEPI,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
136,40605ab3-4cd1-404d-9c64-8d180a518d11,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,LEFL2,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
137,6516bd36-5c88-4c69-8694-6f6deff96811,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AMTE3,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
138,e3e26189-ede9-4dbd-8534-8902c0612db1,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,CRAM3,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
139,01772718-9e1e-486d-8031-c7c1251ef445,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AFXXXX,No,02,AF_02,CA-CDD-TW-22008_2024-04-08_AF_02,1,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
140,84dfd5b0-9394-475e-87b8-677b9f4611c5,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,PRGL2,No,,,,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
141,071d7a7b-77f5-4c2a-8445-fc2367d2a07a,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AFXXXX,No,03,AF_03,CA-CDD-TW-22008_2024-04-08_AF_03,2,7932cb36-a72c-49de-9e90-ef02a730ea89,4/11/2024 6:06:39 PM,ahoeft4,4/11/2024 6:06:39 PM,ahoeft4
142,b3ee7a60-21d0-4ade-a02a-a67d1c474ea4,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,DISP,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
143,565fa348-80a9-47d0-a964-acb90eb43828,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,LENI,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
144,da0882d3-b93a-4d31-ae0e-9ccee14a7a3c,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,SATR12,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
145,1d6f577e-45c7-450f-98f1-d67ec11e2224,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AMAC2,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
146,4985bd0b-8690-4d41-8acb-1f6f301304b3,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,BRTO,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
147,b187ac08-b74d-4ed3-9c0e-f3e299924e37,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,PFXXXX,No,01,PF_01,CA-CDD-TW-22008_2024-04-08_PF_01,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
148,4674d4e8-c533-4aa3-afaf-70f7d742b4bb,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,SCAR,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
149,3bd6b115-0d28-47d0-b828-efd3edfe02a3,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,PRGL2,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
150,2ec42ed5-d3b4-45fe-86ea-19c2a2a49141,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,HOMU,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
151,3023b5e8-a25e-481e-b6bf-3a8d344aa6a4,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,CHENOXXXX,No,02,CHENO_02,CA-CDD-TW-22008_2024-04-08_CHENO_02,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
152,6b43ef06-59a7-459f-87a1-4ccd287026e1,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,CRAN4,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
153,bd19d35d-bffc-42e4-bc61-d033fcb71b98,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,LEFL2,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
154,cd50b2ee-0933-4046-8ab9-aebe6fbd48b7,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,SPMA10,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
155,0722b26d-ac1b-4d5e-8631-89ed2e38037c,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,ERCI6,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
156,ce2fe69c-c1a6-479e-a3d0-b3f37ddb6a05,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,RANE,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
157,b82609d6-0706-42a6-963c-0961a94551b8,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,GECA2,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
158,6a43c6ba-94d9-4d00-a702-ca44917f7b43,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,NAHI,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
159,356aa56b-296c-4986-af8d-df61edb546bc,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AMTE3,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
160,cfc5a23d-1ab8-41c1-b78b-92935cf693a3,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,POAV,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
161,9efac332-552a-4be7-ab0f-5c31a165cf68,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,PLSE,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
162,55360d63-51de-4dfd-b69e-08a56d01b867,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,HECU3,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
163,fac76eba-3a1d-479c-83e4-fb88b7ef2a36,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,LATR2,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
164,5dca6993-7ede-4e03-b39f-818c85d01f8f,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,MAGL3,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
165,83a54de4-a699-4c8b-8b86-78b18a8e1e47,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,NIAT,No,,,,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
166,e2853df1-7b0d-4ef4-a092-7fb6430f774c,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AFXXXX,No,03,AF_03,CA-CDD-TW-22008_2024-04-08_AF_03,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
167,ee4b7a7f-cdb3-47ae-ae80-17802a58a7bd,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AFXXXX,No,04,AF_04,CA-CDD-TW-22008_2024-04-08_AF_04,2,529d0a3d-8b85-49fc-975b-9eb064869178,4/11/2024 6:06:41 PM,ahoeft4,4/11/2024 6:06:41 PM,ahoeft4
168,47a5165f-85f6-4644-b9c9-a04d8465ce0a,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,DISP,No,,,,3,84e751ea-624a-448b-9891-cb2a4870e4a7,4/11/2024 6:06:43 PM,ahoeft4,4/11/2024 6:06:43 PM,ahoeft4
169,208de891-28e7-47e1-8e7e-215d1108d2f8,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,PLSE,No,,,,2,84e751ea-624a-448b-9891-cb2a4870e4a7,4/11/2024 6:06:43 PM,ahoeft4,4/11/2024 6:06:43 PM,ahoeft4
170,40772ef3-bdcd-4474-ab27-dbb4748bf357,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,LELA,No,,,,1,84e751ea-624a-448b-9891-cb2a4870e4a7,4/11/2024 6:06:43 PM,ahoeft4,4/11/2024 6:06:43 PM,ahoeft4
171,1743037c-f05e-458e-90e2-d0d8ee693996,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,SATR12,No,,,,1,84e751ea-624a-448b-9891-cb2a4870e4a7,4/11/2024 6:06:43 PM,ahoeft4,4/11/2024 6:06:43 PM,ahoeft4
172,709bc435-c0b4-4d41-b959-82b4b61dd815,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,LEFL2,No,,,,1,84e751ea-624a-448b-9891-cb2a4870e4a7,4/11/2024 6:06:43 PM,ahoeft4,4/11/2024 6:06:43 PM,ahoeft4
173,7d862de4-702e-44e0-82bc-4785a9c85acd,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,AMAC2,No,,,,1,84e751ea-624a-448b-9891-cb2a4870e4a7,4/11/2024 6:06:43 PM,ahoeft4,4/11/2024 6:06:43 PM,ahoeft4
174,f238a502-bdfe-4517-bcac-a862117a7a8b,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,PRPU,No,,,,1,84e751ea-624a-448b-9891-cb2a4870e4a7,4/11/2024 6:06:43 PM,ahoeft4,4/11/2024 6:06:43 PM,ahoeft4
175,dfd56d71-a160-4a84-9b1d-c14f5e8dad7b,CA-CDD-TW-22008_2024-04-08,CA_03_CALIBRATION_2024-04-09_1,BRTO,No,,,,1,84e751ea-624a-448b-9891-cb2a4870e4a7,4/11/2024 6:06:43 PM,ahoeft4,4/11/2024 6:06:43 PM,ahoeft4
